18.54480,5.82694,-19.44231,-11.26757,5.30330,19.10094,-9.44744,0.91531,-8.66522,-7.91275,-12.58908,9.98448,11.38360,-10.31526,-11.02369,21.85666,33.66883,27.58566,-9.70995,6.89814,-6.69765,6.32344,5.63011,-4.53809,-14.67216,4.89996,9.33546,-12.55236,2.48464,12.21709,ALL
-7.34139,10.00866,11.79570,3.92082,-13.99909,-18.63603,4.68706,8.81242,1.37268,-11.69075,5.53499,2.54104,24.46186,-10.40229,-14.52643,-18.52209,-16.81296,10.85653,0.70963,-9.22262,5.59622,-11.42316,-10.66929,-5.36478,-20.28059,7.68535,23.67624,5.21632,17.82827,-1.01559,ALL
52.85215,11.39063,-29.54857,-38.80035,-22.86669,-9.45811,-22.88074,20.99511,4.03873,-5.26076,3.74464,13.56796,-4.85715,-19.10083,-5.26114,29.06135,-18.01172,-23.22243,8.22477,-14.64430,5.99615,1.84770,5.07358,0.79749,0.99552,-0.35474,-0.09379,2.76945,-2.86834,7.35427,ALL
13.68855,-6.24684,-22.62332,-3.98267,-1.35135,13.09520,29.45776,-10.49363,-12.24806,22.24815,-11.40887,5.51436,-3.52735,-3.34008,-3.07990,2.16809,4.99482,-9.69931,-3.98784,5.45466,24.96327,-0.71868,1.20465,8.03671,21.27289,20.38853,9.38489,1.41042,24.73144,-8.57428,ALL
-36.79011,32.79970,5.25331,-2.79034,-6.60231,10.73137,2.41078,-4.50521,-9.75194,1.65179,-7.41070,19.81821,-5.56017,8.22316,3.12170,-3.84560,-6.11525,-2.72584,-1.64204,-2.42159,1.37803,6.27875,5.82990,-0.23573,3.87565,-2.76020,-2.02196,-2.23426,-2.44475,14.04570,ALL
-9.64084,-20.99224,-22.47134,-11.62025,-25.31723,-11.14644,13.62024,-4.09524,-7.20140,-1.37261,-2.25107,-19.30266,-4.38373,-7.59811,-12.85703,-0.95219,-5.01243,-2.28231,0.39007,11.43562,0.35473,14.04175,-1.40138,7.57189,-18.35699,1.99578,-22.90963,-23.51626,-3.78902,-18.56843,ALL
21.80887,-16.25820,-25.14513,-5.23817,1.39218,16.22278,22.22683,-8.76472,-11.57067,22.16300,-7.72558,-2.69144,-13.09422,-3.48110,-6.19205,-14.02473,7.67932,4.38185,29.48029,-16.01229,1.71470,-26.72218,-0.20449,-15.60604,-12.32549,-12.17032,-8.65892,2.16110,-5.09722,10.68695,ALL
56.00038,-21.41652,-35.86158,-9.36653,33.81777,3.70785,23.48591,-21.62587,36.35832,-39.22344,-13.33272,-4.87790,15.81566,18.62784,13.80929,-3.46505,-5.39185,-10.58361,1.66794,1.25192,0.59977,2.72570,1.12352,-3.56099,-3.54245,1.52275,-0.42630,-0.12545,-0.10499,3.90881,ALL
21.61871,30.85449,-8.31335,-36.35693,-40.06598,-23.87981,-4.42700,2.59147,6.19030,1.55213,0.66868,-9.17925,-7.65898,32.06593,14.24358,-6.20905,25.75191,13.53685,0.22925,-6.31408,-3.72884,-5.42333,-6.07187,16.18280,8.28148,-6.50886,0.11972,7.96889,3.93663,-2.22178,ALL
-22.87497,-8.69773,-3.90787,1.84321,-13.13156,-9.81935,-8.37991,11.49188,-7.32594,-4.28931,10.12598,-9.33917,-0.46370,10.22664,3.72235,1.55705,-3.99207,-10.34337,9.47015,6.83170,-3.12803,-9.56839,-5.31832,-6.86604,-3.44501,7.01643,-0.63141,-3.27221,-0.46456,0.00485,ALL
-18.36152,6.89759,0.97671,-16.45260,-15.88141,-22.07087,-11.23423,2.44074,4.59197,-2.73082,0.11424,-0.84341,5.91205,1.59657,-0.94221,-15.68715,7.38621,-9.00391,-7.61745,-1.08772,-1.98539,4.02884,-16.67652,-9.01237,1.82689,4.40553,0.29245,-11.44095,8.19445,6.97942,ALL
-43.20820,-34.17328,-4.10543,11.52815,-3.67272,-2.64985,9.86916,-4.06217,-7.70780,-1.24476,-2.62437,-8.99865,7.88280,2.67806,-8.84031,2.15288,2.15240,-0.64567,-4.62839,-7.81260,2.89867,5.47262,2.89616,10.80545,-6.46024,0.48105,-5.59130,1.20195,-3.29090,-1.45213,ALL
-32.58249,33.29863,-0.72733,1.25670,4.00401,16.98856,-8.56590,1.32725,-7.22991,-7.61122,-8.56354,-1.11116,-2.22270,7.93847,-3.33628,11.06011,5.06063,-5.01734,-4.35597,-4.14724,-13.02016,-0.12880,-12.43123,-18.84740,-5.63144,24.72484,-12.38834,25.90114,-6.07199,-11.58874,ALL
-9.97387,13.08316,-5.47074,-7.22092,-15.07198,-8.19897,2.07995,-9.76317,0.81665,-3.53627,-2.07543,11.56892,6.01480,4.74002,1.00149,0.66171,-27.94538,37.49249,3.31408,11.81028,21.76010,7.54533,0.03458,-8.44968,10.59427,-5.78816,-4.02412,6.99615,-18.41425,-1.52596,ALL
-35.33518,36.19389,-1.01963,-5.61823,-6.37341,10.18258,13.90639,-9.23294,-13.06405,0.44925,-11.86428,11.02733,-0.53628,4.15831,2.30476,-2.93799,-9.46376,-3.20723,-8.04904,1.46284,-1.64032,8.77792,3.53955,0.87314,-1.15987,4.33590,-11.98540,5.65506,4.66401,14.34108,ALL
-16.02775,11.32505,-10.26391,3.24757,8.38439,13.78736,-8.62524,4.82506,-10.71056,-4.34926,2.74848,-2.63415,-2.10505,0.21982,12.31194,8.42093,0.51247,-3.69059,12.18916,22.54532,7.82415,-12.75743,-12.81995,7.27155,4.31457,-1.88516,21.60371,-16.79079,-14.44233,-0.20359,ALL
72.52752,69.56846,-6.60330,74.41726,-18.19096,-19.32750,-16.89620,-31.42372,-5.12034,-0.80152,-10.14783,-11.23973,-2.64816,-4.44358,-4.89053,3.53936,2.69696,-5.83319,0.22669,-2.78102,0.97590,1.54533,0.78873,0.08172,1.77040,-3.62487,0.66207,-1.31075,-1.94203,-0.19264,ALL
-31.02865,-8.61783,-2.24325,10.33017,1.80523,8.27561,-19.40198,10.86331,-9.20198,-11.93832,-6.65596,-2.21839,-10.27413,10.93276,15.04291,2.87651,-4.85666,3.21202,9.87338,-2.10612,1.81874,9.66969,19.77998,-20.70580,-0.54446,-19.82650,0.59867,-6.65447,29.82009,-14.98785,ALL
-37.49570,-6.95015,0.13639,6.71861,14.66799,5.40248,-3.55456,-3.64093,-9.84814,-6.83152,4.83513,-10.52722,-3.19054,8.26921,2.93634,9.55061,-0.68935,-4.10929,8.39253,2.30124,6.96864,-8.83511,-15.66700,1.44249,1.86287,8.20605,2.27781,-1.77430,-7.44463,-5.52086,ALL
2.09590,112.44514,14.92680,-19.22711,42.38873,2.78616,27.02171,19.09458,5.68967,0.85474,25.88956,-23.33468,-4.43226,-5.11205,-11.07007,-1.65098,-1.22974,1.58522,-1.05472,-1.23692,-0.23569,3.17369,7.44363,0.09545,2.62056,-5.34421,-1.78839,-6.42239,1.45117,-1.16590,ALL
-61.15461,9.77922,-8.12892,9.07993,17.35808,-21.47184,-13.36509,11.00917,49.08725,40.01122,-25.87136,-5.90547,14.16816,-11.50430,10.83946,8.19054,3.48353,2.85514,8.28326,0.11132,1.46854,-1.45741,5.74872,2.02522,-1.97607,3.28914,-2.57823,0.94645,-1.37570,-2.00075,ALL
-19.99165,-26.22910,-6.48368,-0.46455,14.56100,1.70829,-7.25146,2.62165,-0.79123,-7.71057,-3.70435,0.21252,13.80034,-11.97128,-22.81999,-7.72501,16.05482,-6.18429,-7.18183,-16.09351,6.64739,10.19964,-19.21238,-10.43956,27.70763,-23.12757,-2.80518,0.17817,-7.18306,-4.99523,ALL
-11.83981,-23.20032,-24.66891,-6.27428,-9.94591,-16.89006,3.72518,-0.18400,-2.95175,-2.60816,0.65879,-14.40349,-2.97159,-13.37015,-11.06406,-8.91790,-1.15337,-6.41842,-16.67026,32.90845,-19.02169,-16.64019,21.46516,-9.51832,12.58423,-6.26409,5.85132,15.56255,-2.58676,5.40106,ALL
-9.10255,28.56195,-11.55765,-8.34535,0.92000,19.80719,-4.33422,-16.39755,9.79720,11.92446,-5.58351,36.65557,-7.16415,-3.45563,2.97124,-19.95257,-8.28572,-11.06690,-13.13279,1.39621,-19.21768,-2.72549,-6.51863,10.65663,-10.23843,-12.40161,8.28779,-7.22185,-5.14447,-16.78709,ALL
-23.33345,-15.04309,4.66514,5.83178,12.73278,-1.66762,-8.49576,-2.48147,-8.88253,-15.62228,-0.02361,0.08441,8.48205,-3.29450,-10.70593,-4.11126,0.14074,2.10372,1.89268,-10.51136,6.36229,-8.80053,15.10214,34.67119,-4.04888,-2.16818,-8.85569,10.08219,1.25003,5.08690,ALL
-25.98465,-0.15043,-6.53364,8.71945,12.38414,15.92830,-19.70955,7.21395,-6.02734,-14.53304,4.19146,-1.71323,0.38640,-0.74977,4.26630,6.73025,0.68759,1.08479,3.24399,-0.68305,-2.17339,-8.30357,1.26416,17.06431,-1.47838,-10.48664,2.69685,12.57063,3.91336,-8.33994,ALL
42.20813,-25.08776,-38.67957,40.31903,16.38323,-8.17149,10.95412,60.99966,-8.80380,5.36922,0.76898,9.64701,-13.08128,5.49937,11.69223,-13.11121,-3.83227,8.32729,-14.38199,-3.71617,-2.85688,7.59842,-5.94984,3.88475,-0.67914,5.31532,-3.29573,0.44388,-5.27924,4.72869,ALL
14.07949,-8.36056,22.44673,-6.28844,3.28022,-2.50538,-17.42184,-1.39671,-8.95359,1.60870,9.42660,6.14545,13.87008,7.76870,8.84289,-15.38515,8.62939,-5.65099,-11.64667,-16.65699,10.45985,-11.63019,30.56663,-10.94912,4.48808,17.95715,0.47806,-15.21811,-19.41816,-10.12595,AML
-55.16147,-18.19274,22.18504,10.44922,3.34861,-14.53531,4.13000,-10.38915,-4.29372,-0.41480,1.01131,-4.78297,-9.02787,7.24612,6.29803,3.42640,-3.40428,-11.00363,-0.97343,-5.10645,-4.62815,8.60658,-1.09631,0.19092,0.64108,-0.51287,6.22638,-10.68526,0.41134,31.17493,AML
8.96291,-7.40936,49.40359,27.24276,-30.24822,7.41197,31.48874,22.95043,23.90342,-7.92539,7.01030,28.42189,11.12955,12.72140,-16.25426,13.40343,11.42290,-8.12899,13.91899,13.01494,-3.77507,-6.96100,4.21906,-0.73738,4.89478,-4.14353,-7.82409,-3.06545,0.16442,-3.20030,AML
3.29959,-26.30181,0.87663,0.70117,-15.53226,8.58852,19.59083,-6.22581,-1.21830,17.58166,17.11896,-12.02333,2.43444,4.81276,2.36104,3.60987,4.87700,-6.37200,7.86982,-8.09821,-5.10888,31.55153,8.91367,-0.85273,-9.59452,-4.18154,28.14797,16.42602,-14.00645,-6.20921,AML
31.44223,-8.74368,9.76210,-0.49906,-6.25707,11.49003,6.73840,-7.22629,-18.36667,10.77785,18.63240,-3.57617,38.03716,-21.67931,33.64774,2.44589,-5.48090,5.70431,6.91591,-0.43102,-21.08890,1.20554,-6.88637,2.83455,11.64702,-0.25265,-13.97976,-1.34438,7.36675,1.80735,AML
74.83510,-23.00863,40.96310,-18.08175,30.13386,2.90911,-28.33048,4.13650,-14.77136,27.88089,-15.98684,-6.83286,11.73770,26.79086,-19.71947,-2.41268,-13.06344,-4.22327,1.90462,15.79022,-2.70439,5.97744,-4.48413,2.80596,-4.53040,-3.85232,-2.35406,2.69696,3.80253,3.22020,AML
12.30300,-17.05276,4.90013,6.28356,-2.49155,19.12455,-19.15105,-11.30136,22.50832,9.77327,39.43518,1.55774,-8.68919,-6.19835,8.96971,-3.96700,11.02444,-4.35669,-17.85752,13.54267,26.95616,0.26039,-6.23390,-5.11933,-16.27578,-5.90621,-12.59686,9.94656,6.23297,8.55275,AML
